time,duration,source_computer,source_port,destination_computer,destination_port,protocol,packet_count,byte_count,class
820172,39,C231,445,C13937,N13718,6,981,1312585,0
820172,39,C754,445,C13937,N13712,6,10212,13881340,0
820172,39,C754,445,C13937,N13712,6,10233,13910000,0
820172,48,C12449,N1583,C2588,N1,6,2,92,0
820172,48,C2588,N1,C12449,N1583,6,2,258,0
820172,60,C20875,N3915,C706,80,6,13,6695,0
820172,60,C264,N710,C5763,N5896,6,3,235,0
820172,60,C5720,445,C17410,N3083,6,26,2184,0
820172,60,C5763,N5896,C264,N710,6,3,138,0
820172,60,C9804,N825,C706,80,6,15,7007,0
820172,61,C1392,N696,C5736,445,6,24,4280,0
820172,61,C18949,N17713,C5720,445,6,6331,1281672,0
820172,61,C5736,445,C1392,N696,6,16,3168,0
820172,61,C5989,N13608,C706,80,6,10,6270,0
820172,61,C9150,N9084,C5721,445,6,6,417,0
820172,61,C9402,N6074,C5721,445,6,114,25614,0
820173,0,C1015,445,C16635,N3029,6,1,46,0
820173,0,C11270,N21442,C5720,139,6,2,94,0
820173,0,C11751,N2977,C366,445,6,1,52,0
820173,0,C12860,N11956,C585,445,6,1,46,0
820173,0,C14165,N13525,C5736,111,6,9,624,0
820173,0,C14165,N5757,C5736,2049,6,8,744,0
820173,0,C14903,N24933,C529,389,17,1,193,0
820173,0,C17235,N2008,C5721,445,6,15,2214,0
820173,0,C1854,N6785,C5721,445,6,5,628,0
820173,0,C1973,80,C22023,N16291,6,5,452,0
820173,0,C1973,80,C22023,N16388,6,5,452,0
820173,0,C1973,80,C22023,N16389,6,5,452,0
820173,0,C1973,80,C22023,N16390,6,5,452,0
820173,0,C21176,N154,C2174,N155,1,1,60,0
820173,0,C2174,N155,C21176,N155,1,1,60,0
820173,0,C22023,N16291,C1973,80,6,7,1681,0
820173,0,C22023,N16388,C1973,80,6,7,1681,0
820173,0,C22023,N16389,C1973,80,6,7,1672,0
820173,0,C3173,445,C16635,N3184,6,1,46,0
820173,0,C366,445,C11751,N2977,6,1,46,0
820173,0,C3826,N22291,C706,80,6,8,2755,0
820173,0,C3826,N7782,C706,80,6,8,2755,0
820173,0,C3873,80,C3910,N16824,6,2,92,0
820173,0,C3873,80,C3910,N2701,6,2,301,0
820173,0,C388,N1788,C585,445,6,1,52,0
820173,0,C3910,N16824,C3873,80,6,2,92,0
820173,0,C3910,N2701,C3873,80,6,4,1012,0
820173,0,C528,389,C2101,N18724,6,7,2644,0
820173,0,C528,389,C2101,N24935,17,1,117,0
820173,0,C528,88,C2101,N24415,17,1,405,0
820173,0,C528,88,C2101,N24936,17,1,1378,0
820173,0,C528,88,C2101,N24937,17,1,1386,0
820173,0,C528,88,C2101,N24938,17,1,1346,0
820173,0,C529,389,C14903,N24933,17,1,193,0
820173,0,C5720,139,C11270,N21442,6,1,48,0
820173,0,C5721,445,C17235,N2008,6,14,5128,0
820173,0,C5721,445,C1854,N6785,6,4,316,0
820173,0,C5736,111,C14165,N13525,6,5,332,0
820173,0,C5736,2049,C14165,N5757,6,4,488,0
820173,0,C585,139,C7497,N14605,6,1,46,0
820173,0,C585,445,C388,N1788,6,1,46,0
820173,0,C706,80,C15207,N6181,6,7,4131,0
820173,0,C706,80,C3826,N22291,6,5,2148,0
820173,0,C706,80,C3826,N7782,6,5,2148,0
820173,0,C7497,N14605,C585,139,6,1,46,0
820173,1,C14903,N12504,C529,389,6,20,5713,0
820173,1,C14903,N12604,C467,389,6,11,3221,0
820173,1,C467,389,C14903,N12604,6,8,3174,0
820173,1,C529,389,C14903,N12504,6,23,23078,0
820173,1,C529,389,C14903,N12504,6,24,24468,0
820173,1,C706,80,C775,N476,6,5,561,0
820173,10,C11270,N7006,C5720,445,6,196,27145,0
820173,10,C14903,N11311,C467,135,6,8,1300,0
820173,10,C22348,N1245,C1707,N732,6,16,9887,0
820173,10,C467,135,C14903,N11311,6,6,884,0
820173,10,C5720,445,C11270,N7006,6,191,21457,0
820173,11,C14903,N734,C467,445,6,13,4904,0
820173,11,C14903,N8859,C529,445,6,13,4888,0
820173,11,C18002,N3422,C1707,N732,6,9,2746,0
820173,11,C467,445,C14903,N734,6,9,2359,0
820173,11,C529,445,C14903,N8859,6,9,1905,0
820173,14,C528,445,C10874,N24939,6,9,1653,0
820173,15,C14903,N15647,C467,N738,6,7,1499,0
820173,15,C14903,N9544,C529,135,6,7,644,0
820173,15,C529,135,C14903,N9544,6,5,504,0
820173,17,C10026,N8787,C5096,445,6,2020,184808,0
820173,34,C5720,445,C11325,N6563,6,2,186,0
820173,35,C11325,N6563,C5720,445,6,4,278,0
820173,35,C14903,N14698,C529,N738,6,11,3427,0
820173,35,C14903,N764,C586,445,6,72,16385,0
820173,35,C5250,N6554,C5721,445,6,4,278,0
820173,35,C529,N738,C14903,N14698,6,9,1472,0
820173,35,C586,445,C14903,N764,6,65,13304,0
820173,35,C586,445,C14903,N764,6,67,14048,0
820173,57,C706,80,C9804,N7424,6,312,322185,0
820173,57,C9804,N7424,C706,80,6,228,37249,0
820173,58,C13661,137,C4920,137,17,10,780,0
820173,58,C4174,137,C13661,137,17,10,840,0
820173,6,C1707,N732,C18002,N3422,6,6,2988,0
820173,60,C15207,N6181,C706,80,6,9,3449,0
820173,60,C2588,N1,C3412,N8328,6,3,138,0
820173,60,C3412,N8328,C2588,N1,6,3,138,0
820173,60,C5721,445,C11138,N327,6,16,2304,0
820173,61,C11138,N327,C5721,445,6,18,2236,0
820173,61,C5720,445,C8439,N2691,6,3,279,0
820173,61,C775,N476,C706,80,6,10,5305,0
820173,62,C5721,445,C25560,N20813,6,562,392238,0
820173,62,C8439,N2691,C5720,445,6,6,417,0
820173,63,C25560,N20813,C5721,445,6,576,126271,0
820173,64,C13294,N5120,C5720,445,6,64596,3910421,0
820173,64,C5720,445,C13294,N5120,6,122338,178239407,0
820173,66,C49,N17484,C5721,445,6,318,58984,0
820173,66,C5721,445,C49,N17484,6,304,126760,0
820173,71,C11270,N3227,C5720,445,6,2903,366244,0
820173,71,C14341,N2167,C3156,N710,6,144,6624,0
820173,71,C17144,N1082,C2794,N710,6,358,16468,0
820173,71,C18779,N4424,C5721,445,6,7466,1172051,0
820173,71,C2794,N710,C17144,N1082,6,716,39874,0
820173,71,C3156,N710,C14341,N2167,6,144,18032,0
820173,71,C5720,445,C11270,N3227,6,3157,1284172,0
820173,71,C5721,139,C3268,N2188,6,562,163228,0
820173,72,C17135,N9119,C5720,445,6,4230,3115736,0
820173,9,C1707,N732,C22348,N1245,6,10,3305,0
820174,0,C1065,389,C14903,N765,6,12,6981,0
820174,0,C1065,N155,C4377,N155,1,2,120,0
820174,0,C12285,N11313,C1685,N732,6,6,429,0
820174,0,C12285,N11360,C1685,N732,6,6,420,0
820174,0,C12285,N11362,C1707,N732,6,6,420,0
820174,0,C12285,N13730,C1707,N732,6,6,430,0
820174,0,C12285,N17670,C1685,N732,6,6,430,0
820174,0,C13896,N3672,C366,445,6,1,52,0
820174,0,C14903,N12607,C467,389,6,12,3878,0
820174,0,C14903,N2926,C467,389,6,10,3441,0
820174,0,C14903,N765,C1065,389,6,14,4066,0
820174,0,C1685,N732,C12285,N11313,6,4,372,0
820174,0,C1685,N732,C12285,N11360,6,4,372,0
820174,0,C1685,N732,C12285,N17670,6,4,372,0
820174,0,C1685,N732,C21525,N22206,6,4,414,0
820174,0,C1685,N732,C21525,N22216,6,4,413,0
820174,0,C1707,N732,C12285,N11362,6,4,376,0
820174,0,C1707,N732,C12285,N13730,6,4,376,0
820174,0,C1707,N732,C12285,N9871,6,4,376,0
820174,0,C18495,N1762,C22298,N6537,6,6,698,0
820174,0,C21525,N22206,C1685,N732,6,5,857,0
820174,0,C21525,N22216,C1685,N732,6,5,857,0
820174,0,C22253,N6212,C585,139,6,1,46,0
820174,0,C22324,N10431,C585,445,6,1,52,0
820174,0,C231,80,C9790,N11707,6,6,2226,0
820174,0,C231,80,C9790,N7337,6,6,2226,0
820174,0,C24113,N3099,C5736,445,6,2,148,0
820174,0,C3173,N3097,C11926,445,6,1,52,0
820174,0,C366,445,C13896,N3672,6,1,46,0
820174,0,C4377,N154,C1065,N155,1,2,120,0
820174,0,C467,389,C14903,N12607,6,11,4287,0
820174,0,C467,389,C14903,N2926,6,8,1855,0
820174,0,C5736,445,C24113,N3099,6,1,91,0
820174,0,C585,139,C22253,N6212,6,1,46,0
820174,0,C585,445,C22324,N10431,6,1,46,0
820174,0,C706,80,C9790,N11153,6,6,2226,0
820174,0,C706,80,C9790,N7310,6,6,2226,0
820174,0,C7240,N9261,C1841,N338,6,9,1081,0
820174,0,C9790,N11153,C706,80,6,9,3199,0
820174,0,C9790,N11707,C231,80,6,9,3199,0
820174,0,C9790,N7310,C706,80,6,9,3199,0
820174,0,C9790,N7337,C231,80,6,9,3199,0
820174,1,C706,80,C11693,N11845,6,6,625,0
820174,10,C14090,N9306,C1685,N732,6,6,1213,0
820174,10,C528,135,C22019,N15927,6,5,504,0
820174,10,C6745,N11519,C1685,N732,6,6,1223,0
820174,11,C1065,445,C4377,N14885,6,15,2418,0
820174,11,C4377,N14885,C1065,445,6,17,4291,0
820174,13,C15151,N6009,C1707,N732,6,9,2480,0
820174,14,C528,445,C13197,N5246,6,9,1653,0
820174,18,C1707,N732,C2321,N9696,6,48493,67395377,0
820174,18,C1707,N732,C2321,N9696,6,48588,67527427,0
820174,18,C2321,N9696,C1707,N732,6,25752,1185143,0
820174,35,C528,N1324,C22019,N279,6,9,1600,0
820174,38,C1015,N306,C19536,N5140,6,2,92,0
820174,5,C1685,N732,C14090,N9306,6,4,2758,0
820174,6,C1685,N732,C6745,N11519,6,4,2758,0
820174,60,C22253,N8050,C5721,445,6,20,2440,0
820174,60,C2588,N1,C18621,N4199,6,6,558,0
820174,60,C5721,445,C22253,N8050,6,18,1552,0
820174,61,C11693,N11845,C706,80,6,9,3955,0
820174,61,C18621,N4199,C2588,N1,6,7,486,0
820174,68,C21745,N4431,C5736,2049,6,468,588128,0
820174,68,C5736,2049,C21745,N4431,6,275,25584,0
820174,8,C1707,N732,C15151,N6009,6,6,2988,0
820175,0,C12285,N11412,C1685,N732,6,7,1294,0
820175,0,C12816,N3681,C2128,445,6,1,52,0
820175,0,C13026,138,C586,138,17,1,207,0
820175,0,C13043,N13977,C1707,N732,6,6,420,0
820175,0,C13043,N14078,C1685,N732,6,6,429,0
820175,0,C13043,N14079,C1685,N732,6,6,430,0
820175,0,C13043,N14080,C1707,N732,6,7,482,0
820175,0,C13043,N14087,C1707,N732,6,6,429,0
820175,0,C13043,N9390,C1685,N732,6,6,420,0
820175,0,C13892,N14865,C1707,N732,6,5,856,0
820175,0,C13892,N266,C1707,N732,6,5,856,0
820175,0,C1685,N732,C13043,N14078,6,4,372,0
820175,0,C1685,N732,C13043,N14079,6,4,372,0
820175,0,C1685,N732,C13043,N9390,6,4,372,0
820175,0,C1685,N732,C20312,N16504,6,4,372,0
820175,0,C1685,N732,C20312,N16510,6,4,372,0
820175,0,C1685,N732,C20312,N16609,6,4,372,0
820175,0,C1685,N732,C22102,N17186,6,4,413,0
820175,0,C1685,N732,C22102,N3105,6,4,414,0
820175,0,C1707,N732,C13043,N13977,6,4,376,0
820175,0,C1707,N732,C13043,N14080,6,4,376,0
820175,0,C1707,N732,C13043,N14087,6,4,376,0
820175,0,C1707,N732,C13892,N14865,6,4,414,0
820175,0,C1707,N732,C13892,N266,6,4,413,0
820175,0,C1707,N732,C20312,N16601,6,4,376,0
820175,0,C1707,N732,C20312,N16605,6,4,376,0
820175,0,C1707,N732,C20312,N7518,6,4,376,0
820175,0,C1707,N732,C2823,N4788,6,4,410,0
820175,0,C1707,N732,C2823,N4800,6,4,409,0
820175,0,C17640,N3798,C2519,445,6,1,52,0
820175,0,C1812,N2611,C3734,N3775,6,1,187,0
820175,0,C20312,N16504,C1685,N732,6,6,430,0
820175,0,C20312,N16510,C1685,N732,6,6,429,0
820175,0,C20312,N16601,C1707,N732,6,6,430,0
820175,0,C20312,N16609,C1685,N732,6,7,472,0
820175,0,C20312,N7518,C1707,N732,6,6,429,0
820175,0,C2128,445,C12816,N3681,6,1,46,0
820175,0,C22102,N17186,C1685,N732,6,5,856,0
820175,0,C22102,N3105,C1685,N732,6,5,856,0
820175,0,C2519,445,C17640,N3798,6,1,46,0
820175,0,C2823,N4788,C1707,N732,6,5,852,0
820175,0,C2823,N4800,C1707,N732,6,5,852,0
820175,0,C528,389,C9204,N4467,6,13,7034,0
820175,0,C6489,N2274,C5721,445,6,23,6174,0
820175,0,C706,80,C18700,N17625,6,7,4128,0
820175,0,C706,80,C4384,N5760,6,5,2148,0
820175,1,C13026,137,C4174,137,17,2,156,0
820175,1,C4174,137,C13026,137,17,2,180,0
820175,10,C10305,N12027,C1685,N732,6,6,1223,0
820175,10,C2277,N3648,C1707,N732,6,6,1222,0
820175,11,C528,445,C6330,N19641,6,9,1653,0
820175,11,C9475,N18504,C1707,N732,6,13,8716,0
820175,12,C528,135,C11453,N3975,6,6,888,0
820175,12,C528,N1716,C11453,N17765,6,6,1888,0
820175,12,C6387,N11999,C585,445,6,14,3625,0
820175,16,C17082,N11922,C1685,N732,6,9,2861,0
820175,32,C4174,137,C14179,137,17,2,168,0
820175,35,C18957,N6803,C5736,445,6,4,278,0
820175,40,C19122,N2294,C706,80,6,205,32601,0
820175,40,C706,80,C19122,N2294,6,281,294250,0
820175,41,C13393,N18511,C5721,445,6,60,8668,0
820175,44,C5721,445,C6874,N5339,6,11,1208,0
820175,5,C1685,N732,C10305,N12027,6,4,2758,0
820175,58,C19122,N2287,C706,80,6,46,24311,0
820175,58,C706,80,C19122,N2287,6,48,33668,0
820175,6,C1685,N732,C17082,N11922,6,6,2982,0
820175,6,C1707,N732,C2277,N3648,6,4,2761,0
820175,6,C1707,N732,C9475,N18504,6,7,3035,0
820175,60,C17778,N2918,C2588,N1,6,5,263,0
820175,60,C18700,N17625,C706,80,6,9,3435,0
820175,60,C2588,N1,C17778,N2918,6,5,403,0
820175,60,C5721,445,C9416,N116,6,13,8268,0
820175,60,C9416,N116,C5721,445,6,26,2639,0
820175,61,C13232,N3947,C2588,N1,6,7,494,0
820175,61,C2588,N1,C13232,N3947,6,6,558,0
820175,71,C13007,N710,C5763,N22908,6,1709,1719381,0
820175,71,C13007,N710,C5763,N22908,6,1712,1723551,0
820175,71,C5763,N22908,C13007,N710,6,1163,74858,0
820175,9,C4384,N5760,C706,80,6,9,2857,0
820176,0,C10,139,C3322,N13867,6,1,48,0
820176,0,C10951,N21983,C5720,139,6,2,94,0
820176,0,C13026,N24934,C586,389,17,1,193,0
820176,0,C13974,N11075,C1973,80,6,7,1690,0
820176,0,C13974,N11080,C1973,80,6,7,1690,0
820176,0,C13974,N11581,C1973,80,6,7,1681,0
820176,0,C13974,N11722,C1973,80,6,7,1681,0
820176,0,C1685,N732,C4631,N10979,6,4,413,0
820176,0,C1685,N732,C4631,N10984,6,4,414,0
820176,0,C1743,N5160,C14001,N12665,17,1,284,0
820176,0,C1973,80,C13974,N11075,6,5,452,0
820176,0,C1973,80,C13974,N11080,6,5,452,0
820176,0,C1973,80,C13974,N11581,6,5,452,0
820176,0,C1973,80,C13974,N11722,6,5,452,0
820176,0,C3388,1433,C6647,N12133,6,9,1276,0
820176,0,C3388,1433,C6647,N12935,6,9,1271,0
820176,0,C3388,1433,C6647,N16109,6,9,1282,0
820176,0,C3388,1433,C6647,N21898,6,9,1282,0
820176,0,C3388,1433,C6647,N22761,6,9,1271,0
820176,0,C3388,1433,C6647,N23197,6,9,1276,0
820176,0,C3388,1433,C6647,N9880,6,10,3803,0
820176,0,C4631,N10979,C1685,N732,6,5,847,0
820176,0,C4631,N10984,C1685,N732,6,5,847,0
820176,0,C528,389,C11453,N1624,6,10,4598,0
820176,0,C5288,N21237,C706,80,6,1,46,0
820176,0,C585,445,C9366,N934,6,1,46,0
820176,0,C586,389,C13026,N24934,17,1,193,0
820176,0,C772,N9165,C480,N3185,6,1,46,0
820176,0,C9366,N934,C585,445,6,1,52,0
820176,10,C10,445,C3322,N8637,6,723,234014,0
820176,11,C13026,N16939,C586,139,6,13,1531,0
820176,11,C13026,N16999,C586,139,6,12,1507,0
820176,11,C13026,N17559,C586,139,6,14,4279,0
820176,11,C13197,N5717,C1685,N732,6,12,5441,0
820176,11,C1654,80,C2385,N18325,6,6,2732,0
820176,11,C196,N12845,C1707,N732,6,6,1223,0
820176,11,C3143,N1317,C1685,N732,6,9,2741,0
820176,11,C586,139,C13026,N16939,6,11,1667,0
820176,11,C586,139,C13026,N16999,6,10,1562,0
820176,11,C586,139,C13026,N17559,6,12,1411,0
820176,13,C528,445,C17864,N1303,6,9,1653,0
820176,55,C21762,N4102,C5721,445,6,40,6140,0
820176,6,C1685,N732,C13197,N5717,6,8,3207,0
820176,6,C1707,N732,C196,N12845,6,4,2764,0
820176,60,C5721,2049,C24474,N5348,6,52,8736,0
820176,63,C4323,N791,C1947,N710,6,66,3036,0
820176,67,C8713,N11154,C5721,445,6,201,41616,0
820176,9,C10951,N21609,C5721,445,6,37,6129,0
820176,9,C10951,N8406,C5720,445,6,86,13437,0
820177,0,C12078,N3169,C231,N326,6,1,46,0
820177,0,C12285,N11413,C1685,N732,6,6,922,0
820177,0,C1261,445,C16087,N14675,6,1,46,0
820177,0,C12737,N154,C3245,N155,1,1,60,0
820177,0,C12737,N154,C585,N155,1,1,60,0
820177,0,C12737,N17631,C585,139,6,4,252,0
820177,0,C12737,N21770,C3245,445,6,2,94,0
820177,0,C13043,N14081,C1685,N732,6,6,1178,0
820177,0,C13290,N20674,C231,N326,6,1,46,0
820177,0,C16087,N14675,C1261,445,6,1,52,0
820177,0,C1685,N732,C12285,N11413,6,4,445,0
820177,0,C1685,N732,C13043,N14081,6,4,2638,0
820177,0,C1685,N732,C18289,N6800,6,3,2712,0
820177,0,C1685,N732,C20312,N16513,6,4,2638,0
820177,0,C1707,N732,C315,N16118,6,4,413,0
820177,0,C1707,N732,C315,N16202,6,4,414,0
820177,0,C1743,N5160,C18289,N24946,17,2,568,0
820177,0,C18289,N3192,C231,N326,6,1,46,0
820177,0,C20312,N16513,C1685,N732,6,6,1242,0
820177,0,C20345,N16194,C706,80,6,1,46,0
820177,0,C20345,N16310,C706,80,6,9,5269,0
820177,0,C231,80,C4384,N11848,6,5,2148,0
820177,0,C2475,N154,C467,N155,1,2,120,0
820177,0,C2475,N23741,C612,88,17,1,1376,0
820177,0,C2475,N24944,C612,389,17,1,192,0
820177,0,C2475,N24945,C612,88,17,1,1373,0
820177,0,C315,N16118,C1707,N732,6,5,857,0
820177,0,C315,N16202,C1707,N732,6,5,857,0
820177,0,C3245,445,C12737,N21770,6,1,48,0
820177,0,C3245,N155,C12737,N155,1,1,60,0
820177,0,C3826,N23119,C231,80,6,8,2755,0
820177,0,C3826,N5019,C706,80,6,8,2755,0
820177,0,C4412,N154,C528,N155,1,2,120,0
820177,0,C467,N155,C2475,N155,1,2,120,0
820177,0,C528,135,C793,N5883,6,5,836,0
820177,0,C528,389,C793,N12219,6,8,3628,0
820177,0,C528,389,C793,N8430,6,6,1236,0
820177,0,C528,N1324,C793,N12217,6,14,2758,0
820177,0,C528,N155,C4412,N155,1,2,120,0
820177,0,C528,N2591,C19597,N15101,6,6,1602,0
820177,0,C528,N2591,C19597,N15114,6,7,2003,0
820177,0,C528,N2591,C19597,N15187,6,7,1964,0
820177,0,C585,139,C12737,N17631,6,2,94,0
820177,0,C585,N155,C12737,N155,1,1,60,0
820177,0,C612,88,C2475,N23741,17,1,1348,0
820177,0,C612,88,C2475,N24945,17,1,1367,0
820177,0,C706,80,C10175,N22654,6,5,557,0
820177,0,C706,80,C20345,N16310,6,5,557,0
820177,0,C706,80,C3826,N5019,6,5,2148,0
820177,0,C706,80,C5424,N8531,6,10,4591,0
820177,1,C12737,N9100,C585,445,6,24,5109,0
820177,1,C5424,N8531,C706,80,6,13,6436,0
820177,1,C585,445,C12737,N9100,6,22,2940,0
820177,10,C1707,N732,C2945,N9819,6,4,2761,0
820177,10,C20960,N9436,C1707,N732,6,6,1223,0
820177,10,C4412,N18142,C528,445,6,17,4365,0
820177,10,C528,445,C4412,N18142,6,15,2418,0
820177,11,C2475,N19486,C467,445,6,17,4299,0
820177,11,C467,445,C2475,N19486,6,15,2639,0
820177,11,C467,445,C2475,N19486,6,16,2685,0
820177,15,C2945,N9819,C1707,N732,6,6,1223,0
820177,3,C18289,N6800,C1685,N732,6,5,1167,0
820177,3,C24448,137,C4920,137,17,3,234,0
820177,34,C3363,N6743,C5721,445,6,4,278,0
820177,5,C1707,N732,C20960,N9436,6,4,2764,0
820177,60,C10175,N22654,C706,80,6,10,6010,0
820177,60,C1526,N5879,C2588,N1,6,3,138,0
820177,61,C19118,N708,C5721,445,6,64,8268,0
820177,61,C202,N6127,C5721,445,6,59,20400,0
820177,61,C366,445,C17392,N2623,6,32,18848,0
820177,67,C21043,N3260,C5720,445,6,1053,135084,0
820177,69,C14714,N1806,C23679,3306,6,120,5928,0
820177,69,C23679,3306,C14714,N1806,6,192,207912,0
820177,7,C4384,N11848,C231,80,6,9,2857,0
820177,9,C12737,N19526,C3245,139,6,30,4451,0
820177,9,C12737,N8321,C5720,445,6,90,11052,0
820177,9,C3245,139,C12737,N19526,6,28,2789,0
820177,9,C5720,445,C12737,N8321,6,84,8368,0
820178,0,C12608,N2159,C5720,445,6,2,148,0
820178,0,C13043,N13979,C1685,N732,6,6,922,0
820178,0,C13043,N14092,C1685,N732,6,6,405,0
820178,0,C14296,N17059,C706,80,6,1,46,0
820178,0,C15450,N10176,C1685,N732,6,6,1271,0
820178,0,C1685,N732,C13043,N13979,6,4,445,0
820178,0,C1685,N732,C13043,N14092,6,6,5055,0
820178,0,C1685,N732,C15450,N10176,6,5,2867,0
820178,0,C1685,N732,C20312,N16519,6,4,445,0
820178,0,C1685,N732,C20312,N16522,6,4,373,0
820178,0,C1685,N732,C20599,N19084,6,4,372,0
820178,0,C1685,N732,C20599,N19121,6,4,372,0
820178,0,C1685,N732,C9550,N7678,6,5,636,0
820178,0,C1685,N732,C9550,N8534,6,4,413,0
820178,0,C1707,N732,C20599,N19110,6,4,376,0
820178,0,C1707,N732,C20599,N19127,6,4,376,0
820178,0,C1707,N732,C20599,N9414,6,4,376,0
820178,0,C1743,N5160,C9550,N24953,17,1,284,0
820178,0,C18495,N1636,C9550,N6537,6,5,653,0
820178,0,C20312,N16519,C1685,N732,6,6,922,0
820178,0,C20312,N16522,C1685,N732,6,6,1622,0
820178,0,C20599,N19084,C1685,N732,6,6,420,0
820178,0,C20599,N19110,C1707,N732,6,7,481,0
820178,0,C20599,N19121,C1685,N732,6,6,429,0
820178,0,C20599,N19127,C1707,N732,6,6,430,0
820178,0,C20599,N9414,C1707,N732,6,6,420,0
820178,0,C20599,N9522,C1685,N732,6,6,430,0
820178,0,C231,139,C3826,N23073,6,1,48,0
820178,0,C231,80,C3451,N10756,6,5,2148,0
820178,0,C231,80,C3451,N12927,6,5,2148,0
820178,0,C231,80,C3451,N12928,6,5,2148,0
820178,0,C231,80,C3451,N13922,6,5,2148,0
820178,0,C231,80,C3451,N847,6,5,2148,0
820178,0,C231,80,C3451,N9603,6,6,2194,0
820178,0,C231,80,C3826,N22409,6,5,2148,0
820178,0,C3451,N12905,C706,80,6,8,2823,0
820178,0,C3451,N12927,C231,80,6,8,2823,0
820178,0,C3451,N12928,C231,80,6,8,2823,0
820178,0,C3451,N13889,C706,80,6,8,2823,0
820178,0,C3451,N13913,C706,80,6,8,2823,0
820178,0,C3451,N13922,C231,80,6,8,2823,0
820178,0,C3451,N847,C231,80,6,8,2823,0
820178,0,C3451,N9603,C231,80,6,8,2823,0
820178,0,C3826,N10750,C754,445,6,8,1122,0
820178,0,C3826,N11809,C754,445,6,8,1122,0
820178,0,C3826,N14498,C754,139,6,2,94,0
820178,0,C3826,N18112,C706,80,6,8,2755,0
820178,0,C3826,N19681,C754,445,6,13,2129,0
820178,0,C3826,N22306,C754,139,6,2,94,0
820178,0,C3826,N22409,C231,80,6,8,2755,0
820178,0,C3826,N22905,C706,80,6,8,2755,0
820178,0,C3826,N23073,C231,139,6,2,94,0
820178,0,C528,389,C9550,N21638,17,1,195,0
820178,0,C528,389,C9550,N24947,17,1,195,0
820178,0,C528,389,C9550,N24954,17,1,195,0
820178,0,C528,389,C9550,N24955,17,1,195,0
820178,0,C528,389,C9550,N24956,17,1,195,0
820178,0,C706,80,C3451,N12905,6,5,2148,0
820178,0,C706,80,C3451,N13913,6,5,2148,0
820178,0,C706,80,C3826,N18112,6,5,2148,0
820178,0,C706,80,C3826,N22905,6,5,2148,0
820178,0,C706,80,C4773,N13231,6,7,4109,0
820178,0,C706,80,C5633,N7631,6,7,4118,0
820178,0,C706,80,C768,N15790,6,10,4596,0
820178,0,C754,139,C3826,N14498,6,1,48,0
820178,0,C754,139,C3826,N22306,6,1,48,0
820178,0,C754,445,C3826,N10750,6,8,1315,0
820178,0,C754,445,C3826,N11809,6,8,1315,0
820178,0,C754,445,C3826,N19681,6,12,2153,0
820178,0,C9550,N7678,C1685,N732,6,6,1842,0
820178,0,C9550,N8534,C1685,N732,6,5,856,0
820178,1,C528,389,C8369,N116,6,31,36321,0
820178,10,C8314,N4244,C1707,N732,6,6,1223,0
820178,11,C231,445,C3826,N22339,6,1094,1580323,0
820178,11,C3826,N17141,C754,445,6,72,6323,0
820178,11,C3826,N22339,C231,445,6,577,31401,0
820178,11,C754,445,C3826,N17141,6,115,138163,0
820178,11,C9172,N560,C1685,N732,6,9,2876,0
820178,12,C2857,N11103,C1707,N732,6,9,2992,0
820178,13,C528,135,C9550,N9011,6,9,1484,0
820178,13,C528,N1716,C9550,N10122,6,6,1888,0
820178,16,C528,445,C9550,N8634,6,9,1653,0
820178,2,C528,389,C9550,N8536,6,25,28193,0
820178,29,C6815,N2956,C5720,445,6,30,4081,0
820178,35,C8895,N5818,C5720,445,6,4,278,0
820178,47,C17831,N6540,C5721,445,6,24,2856,0
820178,47,C5721,445,C17831,N6540,6,22,2650,0
820178,5,C1707,N732,C8314,N4244,6,4,2764,0
820178,6,C1685,N732,C9172,N560,6,6,2982,0
820178,60,C21349,N5336,C5721,445,6,35,3828,0
820178,60,C2588,N1,C1526,N5879,6,3,138,0
820178,60,C4773,N13231,C706,80,6,9,4081,0
820178,60,C5633,N7631,C706,80,6,9,3785,0
820178,60,C768,N15790,C706,80,6,14,6372,0
820178,61,C1593,N3423,C2588,N1,6,3,138,0
820178,61,C2588,N1,C1593,N3423,6,3,254,0
820178,61,C7771,N681,C5721,445,6,36,3654,0
820178,61,C9101,N7329,C5721,445,6,6,417,0
820178,62,C5721,445,C18871,N863,6,64,16157,0
820178,7,C1707,N732,C2857,N11103,6,6,2984,0
820179,0,C1015,445,C15802,N8639,6,1,46,0
820179,0,C10229,N10905,C706,80,6,9,3199,0
820179,0,C10229,N7603,C231,80,6,9,3199,0
820179,0,C11251,N14057,C1685,N732,6,5,847,0
820179,0,C12864,N10427,C5096,445,6,1,52,0
820179,0,C14992,N10327,C706,80,6,1,46,0
820179,0,C15802,N8639,C1015,445,6,1,46,0
820179,0,C1685,N732,C11251,N14057,6,4,414,0
820179,0,C1685,N732,C11251,N9331,6,4,413,0
820179,0,C1685,N732,C20599,N9,6,5,2690,0
820179,0,C1685,N732,C5279,N17602,6,4,410,0
820179,0,C1685,N732,C5279,N20119,6,4,409,0
820179,0,C17640,N4081,C2519,445,6,1,52,0
820179,0,C1784,80,C11225,N15034,6,1,46,0
820179,0,C1784,80,C11225,N2428,6,1,46,0
820179,0,C17887,N9585,C529,445,6,3,270,0
820179,0,C20599,N9,C1685,N732,6,7,1262,0
820179,0,C231,80,C10229,N7603,6,6,2226,0
