time,user@domain,computer,process_name,start_end
199905,C1848$@DOM1,C1848,P179,End
199905,C238$@DOM1,C238,P9,Start
199905,C318$@DOM1,C318,P13,Start
199905,C318$@DOM1,C318,P14,Start
199905,C3199$@DOM1,C3199,P16,Start
199905,C3412$@DOM1,C3412,P13,Start
199905,C3491$@DOM1,C3491,P16,End
199905,C5633$@DOM1,C5633,P16,Start
199905,C5855$@DOM1,C5855,P25,Start
199905,C6098$@DOM1,C6098,P13,Start
199905,C6240$@DOM1,C6240,P209,Start
199905,C7732$@DOM1,C7732,P28,Start
199905,C7732$@DOM1,C7732,P29,Start
199905,C7786$@DOM1,C7786,P14,Start
199905,C7794$@DOM1,C7794,P16,Start
199905,C8080$@DOM1,C8080,P5,Start
199905,C8498$@DOM1,C8498,P25,Start
199905,C8498$@DOM1,C8498,P5,Start
199905,C92$@DOM1,C92,P10,Start
199905,C92$@DOM1,C92,P1139,Start
199905,C92$@DOM1,C92,P169,Start
199905,C92$@DOM1,C92,P171,Start
199905,C92$@DOM1,C92,P211,Start
199905,C92$@DOM1,C92,P284,Start
199905,C92$@DOM1,C92,P44,Start
199905,C92$@DOM1,C92,P5,Start
199905,C92$@DOM1,C92,P551,Start
199905,C9248$@DOM1,C9248,P16,Start
199905,C9458$@DOM1,C9458,P16,Start
199905,C9506$@DOM1,C9506,P25,Start
199905,C9506$@DOM1,C9506,P5,Start
199905,C9611$@DOM1,C9611,P10,Start
199905,LOCAL SERVICE@C1089,C1089,P17,End
199905,LOCAL SERVICE@C1089,C1089,P17,Start
199905,LOCAL SERVICE@C1089,C1089,P18,End
199905,LOCAL SERVICE@C1089,C1089,P18,Start
199905,LOCAL SERVICE@C1089,C1089,P5,End
199905,LOCAL SERVICE@C12868,C12868,P90,End
199905,LOCAL SERVICE@C14848,C14848,P90,Start
199905,LOCAL SERVICE@C8840,C8840,P90,Start
199905,U2359@DOM1,C92,P1139,End
199905,U2359@DOM1,C92,P168,Start
199905,U2359@DOM1,C92,P169,End
199905,U2359@DOM1,C92,P21,End
199905,U2359@DOM1,C92,P21,Start
199905,U2359@DOM1,C92,P214,End
199905,U2359@DOM1,C92,P214,Start
199905,U2359@DOM1,C92,P5,End
199905,U2671@DOM1,C1848,P165,End
199905,U2671@DOM1,C1848,P211,End
199905,U3083@DOM1,C8080,P501,Start
199905,U3175@DOM1,C502,P34,Start
199905,U5075@DOM1,C12051,P247,Start
199905,U6724@DOM1,C15905,P152,Start
199905,U901@DOM1,C1007,P95,End
199906,C101$@DOM1,C101,P25,End
199906,C101$@DOM1,C101,P25,Start
199906,C101$@DOM1,C101,P5,End
199906,C101$@DOM1,C101,P5,Start
199906,C10136$@DOM1,C10136,P16,Start
199906,C1042$@DOM1,C1042,P5,Start
199906,C11453$@DOM1,C11453,P16,Start
199906,C1200$@DOM1,C1200,P21,End
199906,C1200$@DOM1,C1200,P27,End
199906,C1200$@DOM1,C1200,P5,End
199906,C12267$@DOM1,C12267,P16,Start
199906,C12399$@DOM1,C12399,P16,Start
199906,C12537$@DOM1,C12537,P16,Start
199906,C12670$@DOM1,C12670,P5,Start
199906,C1360$@DOM1,C1360,P16,Start
199906,C14993$@DOM1,C14993,P16,Start
199906,C15466$@DOM1,C15466,P16,Start
199906,C15622$@DOM1,C15622,P9,Start
199906,C1685$@DOM1,C1685,P5,End
199906,C1685$@DOM1,C1685,P5,Start
199906,C1685$@DOM1,C1685,P60,End
199906,C1685$@DOM1,C1685,P60,Start
199906,C1972$@DOM1,C1972,P143,Start
199906,C2039$@DOM1,C2039,P5,Start
199906,C2526$@DOM1,C2526,P13,Start
199906,C2526$@DOM1,C2526,P14,Start
199906,C305$@DOM1,C305,P16,Start
199906,C3147$@DOM1,C3147,P9,Start
199906,C343$@DOM1,C343,P13,Start
199906,C343$@DOM1,C343,P14,Start
199906,C422$@DOM1,C422,P13,Start
199906,C486$@DOM1,C486,P156,End
199906,C629$@DOM1,C629,P16,Start
199906,C6326$@DOM1,C6326,P16,Start
199906,C6421$@DOM1,C6421,P9,Start
199906,C765$@DOM1,C765,P5,End
199906,C765$@DOM1,C765,P5,Start
199906,C765$@DOM1,C765,P56,End
199906,C765$@DOM1,C765,P56,Start
199906,C7956$@DOM1,C7956,P16,Start
199906,C9332$@DOM1,C9332,P9,Start
199906,C9397$@DOM1,C9397,P16,Start
199906,C9647$@DOM1,C9647,P13,Start
199906,C982$@DOM1,C982,P16,Start
199906,C988$@DOM1,C988,P25,End
199906,C988$@DOM1,C988,P25,Start
199906,C988$@DOM1,C988,P5,End
199906,C988$@DOM1,C988,P5,Start
199906,LOCAL SERVICE@C1042,C1042,P17,End
199906,LOCAL SERVICE@C1042,C1042,P17,Start
199906,LOCAL SERVICE@C1042,C1042,P5,End
199906,LOCAL SERVICE@C17766,C17766,P90,Start
199906,LOCAL SERVICE@C2039,C2039,P22,End
199906,LOCAL SERVICE@C2039,C2039,P22,Start
199906,LOCAL SERVICE@C2039,C2039,P5,End
199906,NETWORK SERVICE@C1972,C1972,P143,End
199906,U2585@DOM1,C7274,P152,Start
199906,U2688@DOM1,C7125,P339,Start
199906,U5356@DOM1,C12670,P501,Start
199907,C10103$@DOM1,C10103,P14,Start
199907,C10107$@DOM1,C10107,P1,Start
199907,C1035$@DOM1,C1035,P37,End
199907,C1035$@DOM1,C1035,P5,End
199907,C1256$@DOM1,C1256,P9,Start
199907,C13160$@DOM1,C13160,P16,Start
199907,C1401$@DOM1,C1401,P16,Start
199907,C14049$@DOM1,C14049,P16,Start
199907,C14235$@DOM1,C14235,P16,Start
199907,C14848$@DOM1,C14848,P16,Start
199907,C1504$@DOM1,C1504,P9,End
199907,C1624$@DOM1,C1624,P50,End
199907,C1624$@DOM1,C1624,P50,Start
199907,C16369$@DOM1,C16369,P182,Start
199907,C17240$@DOM1,C17240,P265,Start
199907,C1770$@DOM1,C1770,P3,Start
199907,C1934$@DOM1,C1934,P13,Start
199907,C1964$@DOM1,C1964,P27,End
199907,C1964$@DOM1,C1964,P5,End
199907,C2115$@DOM1,C2115,P9,End
199907,C291$@DOM1,C291,P5,Start
199907,C306$@DOM1,C306,P5,Start
199907,C3310$@DOM1,C3310,P16,Start
199907,C540$@DOM1,C540,P25,Start
199907,C5954$@DOM1,C5954,P16,Start
199907,C6098$@DOM1,C6098,P14,Start
199907,C6240$@DOM1,C6240,P16,Start
199907,C6519$@DOM1,C6519,P25,Start
199907,C6519$@DOM1,C6519,P5,Start
199907,C6522$@DOM1,C6522,P13,Start
199907,C6522$@DOM1,C6522,P14,Start
199907,C6522$@DOM1,C6522,P25,Start
199907,C6522$@DOM1,C6522,P5,Start
199907,C7664$@DOM1,C7664,P13,Start
199907,C8080$@DOM1,C8080,P5,Start
199907,C8390$@DOM1,C8390,P16,Start
199907,C92$@DOM1,C92,P156,End
199907,C92$@DOM1,C92,P16,End
199907,C9524$@DOM1,C9524,P9,Start
199907,C9725$@DOM1,C9725,P16,Start
199907,C9790$@DOM1,C9790,P16,Start
199907,LOCAL SERVICE@C291,C291,P17,End
199907,LOCAL SERVICE@C291,C291,P17,Start
199907,LOCAL SERVICE@C291,C291,P18,End
199907,LOCAL SERVICE@C291,C291,P18,Start
199907,LOCAL SERVICE@C291,C291,P5,End
199907,LOCAL SERVICE@C306,C306,P17,End
199907,LOCAL SERVICE@C306,C306,P17,Start
199907,LOCAL SERVICE@C306,C306,P18,End
199907,LOCAL SERVICE@C306,C306,P18,Start
199907,LOCAL SERVICE@C306,C306,P5,End
199907,U1235@DOM1,C17788,P51,Start
199907,U154@C398,C398,P59,Start
199907,U1691@DOM1,C10281,P291,End
199907,U2359@DOM1,C92,P1309,Start
199907,U2359@DOM1,C92,P237,Start
199907,U2359@DOM1,C92,P780,Start
199907,U24@DOM1,C1770,P111,Start
199907,U3083@DOM1,C8080,P501,Start
199907,U3965@DOM1,C10107,P118,Start
199907,U4516@DOM1,C11134,P53,Start
199907,U5075@DOM1,C12051,P247,Start
199907,U6724@DOM1,C15905,P247,Start
199907,U7451@DOM1,C16270,P126,Start
199908,C1042$@DOM1,C1042,P5,Start
199908,C10658$@DOM1,C10658,P16,Start
199908,C11770$@DOM1,C11770,P16,Start
199908,C1206$@DOM1,C1206,P16,Start
199908,C12670$@DOM1,C12670,P5,Start
199908,C12687$@DOM1,C12687,P16,Start
199908,C1383$@DOM1,C1383,P16,End
199908,C15236$@DOM1,C15236,P16,Start
199908,C1532$@DOM1,C1532,P59,Start
199908,C1558$@DOM1,C1558,P16,Start
199908,C1562$@DOM1,C1562,P16,Start
199908,C1611$@DOM1,C1611,P5,Start
199908,C16848$@DOM1,C16848,P16,Start
199908,C2023$@DOM1,C2023,P16,Start
199908,C2046$@DOM1,C2046,P41,End
199908,C2046$@DOM1,C2046,P41,Start
199908,C3333$@DOM1,C3333,P16,Start
199908,C3389$@DOM1,C3389,P16,Start
199908,C3511$@DOM1,C3511,P16,Start
199908,C5008$@DOM1,C5008,P44,Start
199908,C553$@DOM1,C553,P25,End
199908,C553$@DOM1,C553,P25,Start
199908,C553$@DOM1,C553,P5,End
199908,C553$@DOM1,C553,P5,Start
199908,C6548$@DOM1,C6548,P14,End
199908,C783$@DOM1,C783,P16,Start
199908,C8272$@DOM1,C8272,P13,Start
199908,C8272$@DOM1,C8272,P14,Start
199908,C8299$@DOM1,C8299,P16,Start
199908,C9234$@DOM1,C9234,P109,Start
199908,C931$@DOM1,C931,P16,Start
199908,C9332$@DOM1,C9332,P169,Start
199908,C9332$@DOM1,C9332,P171,Start
199908,C9332$@DOM1,C9332,P44,Start
199908,C944$@DOM1,C944,P16,Start
199908,C9683$@DOM1,C9683,P16,Start
199908,C988$@DOM1,C988,P25,End
199908,C988$@DOM1,C988,P5,End
199908,C988$@DOM1,C988,P9,Start
199908,LOCAL SERVICE@C1042,C1042,P18,End
199908,LOCAL SERVICE@C1042,C1042,P18,Start
199908,LOCAL SERVICE@C1042,C1042,P5,End
199908,LOCAL SERVICE@C1611,C1611,P22,Start
199908,LOCAL SERVICE@C8571,C8571,P90,Start
199908,U154@C398,C398,P59,End
199908,U2178@DOM1,C6548,P13,End
199908,U2585@DOM1,C7274,P247,Start
199908,U3410@DOM1,C9087,P665,Start
199908,U3572@DOM1,C9332,P168,Start
199908,U5356@DOM1,C12670,P501,Start
199908,U5431@DOM1,C1158,P51,Start
199908,U67@C1723,C1723,P59,End
199908,U67@C1723,C1723,P59,Start
199908,U821@DOM1,C3333,P16,End
199909,C1027$@DOM1,C1027,P16,Start
199909,C1035$@DOM1,C1035,P37,End
199909,C1035$@DOM1,C1035,P37,Start
199909,C1035$@DOM1,C1035,P5,End
199909,C1035$@DOM1,C1035,P5,Start
199909,C10482$@DOM1,C10482,P16,End
199909,C10711$@DOM1,C10711,P16,Start
199909,C1091$@DOM1,C1091,P16,Start
199909,C11412$@DOM1,C11412,P16,Start
199909,C13441$@DOM1,C13441,P59,Start
199909,C14251$@DOM1,C14251,P16,Start
199909,C1495$@DOM1,C1495,P42,Start
199909,C16270$@DOM1,C16270,P131,Start
199909,C16553$@DOM1,C16553,P16,Start
199909,C17083$@DOM1,C17083,P16,Start
199909,C17776$@DOM1,C17776,P16,Start
199909,C1934$@DOM1,C1934,P14,Start
199909,C2347$@DOM1,C2347,P16,Start
199909,C2542$@DOM1,C2542,P265,End
199909,C2542$@DOM1,C2542,P265,Start
199909,C2935$@DOM1,C2935,P16,Start
199909,C3149$@DOM1,C3149,P47,End
199909,C3156$@DOM1,C3156,P95,Start
199909,C3199$@DOM1,C3199,P16,End
199909,C3199$@DOM1,C3199,P16,Start
199909,C350$@DOM1,C350,P10,Start
199909,C4655$@DOM1,C4655,P16,Start
199909,C533$@DOM1,C533,P16,Start
199909,C6240$@DOM1,C6240,P10,Start
199909,C6240$@DOM1,C6240,P13,Start
199909,C6240$@DOM1,C6240,P14,Start
199909,C6240$@DOM1,C6240,P169,Start
199909,C6240$@DOM1,C6240,P171,Start
199909,C6240$@DOM1,C6240,P210,Start
199909,C6240$@DOM1,C6240,P211,Start
199909,C6240$@DOM1,C6240,P44,Start
199909,C6322$@DOM1,C6322,P16,Start
199909,C6485$@DOM1,C6485,P16,Start
199909,C6917$@DOM1,C6917,P16,Start
199909,C7466$@DOM1,C7466,P23,End
199909,C7466$@DOM1,C7466,P24,End
199909,C7466$@DOM1,C7466,P24,Start
199909,C7466$@DOM1,C7466,P83,End
199909,C7784$@DOM1,C7784,P16,Start
199909,C7794$@DOM1,C7794,P16,End
199909,C7918$@DOM1,C7918,P13,Start
199909,C8080$@DOM1,C8080,P5,Start
199909,C8420$@DOM1,C8420,P16,End
199909,C8903$@DOM1,C8903,P14,Start
199909,C934$@DOM1,C934,P16,Start
199909,C9389$@DOM1,C9389,P5,Start
199909,C9661$@DOM1,C9661,P239,Start
199909,C9943$@DOM1,C9943,P16,Start
199909,LOCAL SERVICE@C10711,C10711,P90,Start
199909,NETWORK SERVICE@C4740,C4740,P9,End
199909,U146@DOM1,C3156,P95,End
199909,U2031@DOM1,C6240,P168,Start
199909,U2359@DOM1,C92,P1309,End
199909,U2641@DOM1,C7377,P372,Start
199909,U3083@DOM1,C8080,P501,Start
199909,U3665@DOM1,C9389,P984,Start
199909,U6724@DOM1,C15905,P247,Start
199910,C10254$@DOM1,C10254,P16,Start
199910,C10309$@DOM1,C10309,P25,Start
199910,C10309$@DOM1,C10309,P5,Start
199910,C1228$@DOM1,C1228,P13,Start
199910,C1228$@DOM1,C1228,P14,Start
199910,C1240$@DOM1,C1240,P16,Start
199910,C12566$@DOM1,C12566,P16,Start
199910,C12585$@DOM1,C12585,P16,Start
199910,C12670$@DOM1,C12670,P5,Start
199910,C1402$@DOM1,C1402,P16,Start
199910,C1455$@DOM1,C1455,P16,Start
199910,C14772$@DOM1,C14772,P16,Start
199910,C1685$@DOM1,C1685,P5,End
199910,C1685$@DOM1,C1685,P5,Start
199910,C1685$@DOM1,C1685,P60,End
199910,C1685$@DOM1,C1685,P60,Start
199910,C1685$@DOM1,C1685,P63,End
199910,C1685$@DOM1,C1685,P63,Start
199910,C1707$@DOM1,C1707,P60,End
199910,C1707$@DOM1,C1707,P60,Start
199910,C1707$@DOM1,C1707,P63,End
199910,C1707$@DOM1,C1707,P63,Start
199910,C1893$@DOM1,C1893,P50,Start
199910,C2148$@DOM1,C2148,P50,Start
199910,C236$@DOM1,C236,P12,Start
199910,C236$@DOM1,C236,P5,Start
199910,C243$@DOM3,C243,P16,Start
199910,C2758$@DOM1,C2758,P16,Start
199910,C3223$@DOM1,C3223,P16,Start
199910,C3610$@DOM1,C3610,P16,End
199910,C3635$@DOM1,C3635,P16,Start
199910,C6144$@DOM1,C6144,P16,Start
199910,C6163$@DOM1,C6163,P13,Start
199910,C6163$@DOM1,C6163,P14,Start
199910,C6163$@DOM1,C6163,P16,Start
199910,C644$@DOM1,C644,P16,Start
199910,C6828$@DOM1,C6828,P16,Start
199910,C692$@DOM1,C692,P16,Start
199910,C7000$@DOM1,C7000,P16,Start
199910,C740$@DOM1,C740,P16,Start
199910,C830$@DOM1,C830,P16,Start
199910,C8446$@DOM1,C8446,P5,Start
199910,C8446$@DOM1,C8446,P83,Start
199910,C879$@DOM1,C879,P14,Start
199910,C879$@DOM1,C879,P59,Start
199910,C8804$@DOM1,C8804,P16,Start
199910,C9332$@DOM1,C9332,P5,Start
199910,C9657$@DOM1,C9657,P10,Start
199910,C9727$@DOM1,C9727,P16,Start
199910,C988$@DOM1,C988,P25,End
199910,C988$@DOM1,C988,P25,Start
199910,C988$@DOM1,C988,P5,End
199910,C988$@DOM1,C988,P5,Start
199910,C9933$@DOM1,C9933,P16,Start
199910,LOCAL SERVICE@C595,C595,P90,Start
199910,U2585@DOM1,C7274,P247,Start
199910,U3410@DOM1,C9087,P4,Start
199910,U3572@DOM1,C9332,P21,Start
199910,U3572@DOM1,C9332,P214,Start
199910,U3572@DOM1,C9332,P687,Start
199910,U4250@DOM1,C10523,P152,Start
199910,U5356@DOM1,C12670,P501,Start
199910,U7648@DOM1,C16426,P125,Start
199911,C1035$@DOM1,C1035,P37,Start
199911,C1035$@DOM1,C1035,P5,Start
199911,C1041$@DOM1,C1041,P59,Start
199911,C10677$@DOM1,C10677,P16,Start
199911,C11071$@DOM1,C11071,P16,Start
199911,C11296$@DOM1,C11296,P28,Start
199911,C11296$@DOM1,C11296,P29,Start
199911,C11296$@DOM1,C11296,P5,Start
199911,C12506$@DOM1,C12506,P16,Start
199911,C135$@DOM1,C135,P13,Start
199911,C135$@DOM1,C135,P14,Start
199911,C13561$@DOM1,C13561,P16,Start
199911,C14074$@DOM1,C14074,P13,Start
199911,C14074$@DOM1,C14074,P14,Start
199911,C14426$@DOM1,C14426,P16,Start
199911,C14665$@DOM1,C14665,P47,End
199911,C1474$@DOM1,C1474,P16,Start
199911,C1490$@DOM1,C1490,P16,Start
199911,C1495$@DOM1,C1495,P42,Start
199911,C16193$@DOM1,C16193,P16,Start
199911,C1626$@DOM1,C1626,P16,Start
199911,C16318$@DOM1,C16318,P25,Start
199911,C16318$@DOM1,C16318,P5,Start
199911,C16341$@DOM1,C16341,P16,Start
199911,C17240$@DOM1,C17240,P265,Start
199911,C1754$@DOM1,C1754,P16,Start
199911,C2484$@DOM1,C2484,P16,Start
199911,C3039$@DOM1,C3039,P16,Start
199911,C3310$@DOM1,C3310,P16,End
199911,C3429$@DOM3,C3429,P16,Start
199911,C459$@DOM1,C459,P13,Start
199911,C459$@DOM1,C459,P14,Start
199911,C4647$@DOM1,C4647,P16,Start
199911,C581$@DOM1,C581,P25,Start
199911,C581$@DOM1,C581,P5,Start
199911,C5843$@DOM1,C5843,P16,Start
199911,C6167$@DOM1,C6167,P14,Start
199911,C6240$@DOM1,C6240,P16,Start
199911,C6240$@DOM1,C6240,P5,Start
199911,C697$@DOM1,C697,P16,Start
199911,C7918$@DOM1,C7918,P14,Start
199911,C8080$@DOM1,C8080,P5,Start
199911,C9034$@DOM1,C9034,P10,Start
199911,C9034$@DOM1,C9034,P4,Start
199911,C9034$@DOM1,C9034,P482,Start
199911,C9034$@DOM1,C9034,P5,Start
199911,C9895$@DOM1,C9895,P16,Start
199911,LOCAL SERVICE@C7208,C7208,P90,Start
199911,U2031@DOM1,C6240,P1373,Start
199911,U2031@DOM1,C6240,P1548,Start
199911,U2031@DOM1,C6240,P21,Start
199911,U2031@DOM1,C6240,P214,Start
199911,U2031@DOM1,C6240,P289,Start
199911,U2031@DOM1,C6240,P637,Start
199911,U2031@DOM1,C6240,P873,Start
199911,U2031@DOM1,C6240,P874,Start
199911,U2031@DOM1,C6240,P920,Start
199911,U2359@DOM1,C92,P284,End
199911,U24@DOM1,C1770,P111,End
199911,U24@DOM1,C1770,P111,Start
199911,U3083@DOM1,C8080,P501,Start
199911,U3130@DOM1,C8492,P152,Start
199911,U3130@DOM1,C8492,P247,Start
199911,U3710@DOM1,C9006,P152,Start
199911,U3710@DOM1,C9006,P247,Start
199911,U3965@DOM1,C10107,P1523,Start
199911,U4960@DOM1,C942,P152,Start
199911,U4960@DOM1,C942,P247,Start
199911,U5574@DOM1,C12076,P130,Start
199911,U7451@DOM1,C16270,P4,End
199911,U7451@DOM1,C16270,P4,Start
199912,C11101$@DOM1,C11101,P16,Start
199912,C12670$@DOM1,C12670,P5,Start
199912,C12705$@DOM1,C12705,P16,Start
199912,C13191$@DOM1,C13191,P13,Start
199912,C13191$@DOM1,C13191,P14,Start
199912,C14993$@DOM1,C14993,P16,End
199912,C15466$@DOM1,C15466,P16,End
199912,C1608$@DOM1,C1608,P314,End
199912,C1608$@DOM1,C1608,P5,End
199912,C1624$@DOM1,C1624,P21,End
199912,C1624$@DOM1,C1624,P21,Start
199912,C1624$@DOM1,C1624,P50,End
199912,C1624$@DOM1,C1624,P50,Start
199912,C1624$@DOM1,C1624,P86,End
199912,C1624$@DOM1,C1624,P86,Start
199912,C1624$@DOM1,C1624,P9,Start
199912,C166$@DOM1,C166,P91,Start
199912,C16809$@DOM1,C16809,P16,Start
199912,C17382$@DOM1,C17382,P25,Start
199912,C17382$@DOM1,C17382,P5,Start
199912,C17766$@DOM1,C17766,P14,Start
199912,C2091$@DOM1,C2091,P16,Start
199912,C2240$@DOM1,C2240,P16,Start
199912,C305$@DOM1,C305,P16,End
199912,C3139$@DOM1,C3139,P13,Start
199912,C540$@DOM1,C540,P25,End
199912,C540$@DOM1,C540,P25,Start
199912,C546$@DOM1,C546,P16,Start
199912,C629$@DOM1,C629,P16,End
199912,C636$@DOM1,C636,P16,Start
199912,C6417$@DOM1,C6417,P13,Start
199912,C6633$@DOM1,C6633,P16,Start
199912,C6727$@DOM1,C6727,P13,Start
199912,C6727$@DOM1,C6727,P14,Start
199912,C7396$@DOM1,C7396,P16,Start
199912,C765$@DOM1,C765,P145,End
199912,C765$@DOM1,C765,P5,End
199912,C765$@DOM1,C765,P5,Start
199912,C765$@DOM1,C765,P56,End
199912,C765$@DOM1,C765,P56,Start
199912,C8446$@DOM1,C8446,P23,Start
199912,C8996$@DOM1,C8996,P16,Start
199912,C9332$@DOM1,C9332,P16,Start
199912,C9332$@DOM1,C9332,P9,Start
199912,C988$@DOM1,C988,P25,End
199912,C988$@DOM1,C988,P25,Start
199912,C988$@DOM1,C988,P5,End
199912,C988$@DOM1,C988,P5,Start
199912,U169@C2245,C2245,P119,End
199912,U3180@DOM1,C8609,P152,Start
199912,U3410@DOM1,C9087,P153,Start
199912,U3410@DOM1,C9087,P4,Start
199912,U344@DOM1,C486,P51,Start
199912,U3572@DOM1,C9332,P1968,Start
199912,U3572@DOM1,C9332,P28,Start
199912,U3572@DOM1,C9332,P598,Start
199912,U3572@DOM1,C9332,P666,Start
199912,U3572@DOM1,C9332,P732,Start
199912,U4250@DOM1,C10523,P247,Start
199912,U5356@DOM1,C12670,P501,Start
199912,U67@C1933,C1933,P59,End
199912,U67@C1933,C1933,P59,Start
199913,C10043$@DOM1,C10043,P16,Start
199913,C10107$@DOM1,C10107,P1,Start
199913,C10107$@DOM1,C10107,P1524,Start
199913,C10256$@DOM1,C10256,P156,Start
199913,C1035$@DOM1,C1035,P37,End
199913,C1035$@DOM1,C1035,P37,Start
199913,C1035$@DOM1,C1035,P5,End
199913,C1035$@DOM1,C1035,P5,Start
199913,C12885$@DOM1,C12885,P16,Start
199913,C13039$@DOM1,C13039,P16,Start
199913,C14229$@DOM1,C14229,P16,Start
199913,C15024$@DOM1,C15024,P16,Start
199913,C15756$@DOM1,C15756,P16,Start
199913,C16241$@DOM1,C16241,P16,Start
199913,C17240$@DOM1,C17240,P265,Start
199913,C17422$@DOM1,C17422,P16,Start
199913,C17794$@DOM1,C17794,P209,Start
199913,C3468$@DOM1,C3468,P16,Start
199913,C359$@DOM1,C359,P16,Start
199913,C444$@DOM1,C444,P21,Start
199913,C4927$@DOM1,C4927,P16,Start
199913,C5855$@DOM1,C5855,P25,End
199913,C6292$@DOM1,C6292,P16,Start
199913,C6391$@DOM1,C6391,P13,Start
199913,C6449$@DOM1,C6449,P1,Start
199913,C6832$@DOM1,C6832,P13,Start
199913,C6832$@DOM1,C6832,P14,Start
199913,C7046$@DOM1,C7046,P16,Start
199913,C7444$@DOM1,C7444,P16,Start
199913,C7856$@DOM1,C7856,P16,Start
199913,C8062$@DOM1,C8062,P16,Start
199913,C8080$@DOM1,C8080,P5,Start
199913,C811$@DOM1,C811,P14,Start
199913,C8770$@DOM1,C8770,P16,Start
321187,LOCAL SERVICE@C1576,C1576,P5,End
321187,LOCAL SERVICE@C1611,C1611,P17,End
321187,LOCAL SERVICE@C1611,C1611,P17,Start
321187,LOCAL SERVICE@C1611,C1611,P18,Start
321187,LOCAL SERVICE@C1611,C1611,P5,End
321187,U137@C3015,C3015,P25,End
321187,U185@DOM1,C3188,P198,End
321187,U185@DOM1,C3188,P198,Start
321187,U324@DOM1,C1845,P53,Start
321187,U327@DOM1,C2912,P53,Start
321187,U3539@DOM1,C9315,P53,Start
321187,U5356@DOM1,C12670,P501,Start
321187,U5497@DOM1,C12941,P53,Start
321187,U6813@DOM1,C15180,P53,Start
321187,U7528@DOM1,C16445,P53,Start
321187,U8115@DOM1,C17512,P53,Start
321188,C100$@DOM1,C100,P16,Start
321188,C10008$@DOM1,C10008,P16,Start
321188,C10953$@DOM1,C10953,P16,Start
321188,C11412$@DOM1,C11412,P16,Start
321188,C13866$@DOM1,C13866,P10,Start
321188,C15445$@DOM1,C15445,P16,Start
321188,C15663$@DOM1,C15663,P16,Start
321188,C17003$@DOM1,C17003,P16,Start
321188,C2087$@DOM1,C2087,P21,End
321188,C2087$@DOM1,C2087,P25,End
321188,C2087$@DOM1,C2087,P28,End
321188,C2087$@DOM1,C2087,P29,End
321188,C2087$@DOM1,C2087,P5,End
321188,C236$@DOM1,C236,P12,Start
321188,C236$@DOM1,C236,P5,Start
321188,C2379$@DOM1,C2379,P5,Start
321188,C2622$@DOM1,C2622,P16,Start
321188,C324$@DOM1,C324,P47,Start
321188,C324$@DOM1,C324,P9,Start
321188,C3761$@DOM1,C3761,P25,Start
321188,C3761$@DOM1,C3761,P5,Start
321188,C3761$@DOM1,C3761,P9,Start
321188,C3761$@DOM1,C3761,P777,Start
321188,C4022$@DOM1,C4022,P25,End
321188,C466$@DOM1,C466,P5,Start
321188,C5311$@DOM1,C5311,P10,Start
321188,C534$@DOM1,C534,P16,Start
321188,C674$@DOM1,C674,P13,Start
321188,C674$@DOM1,C674,P14,Start
321188,C674$@DOM1,C674,P9,Start
321188,C764$@DOM1,C764,P10,Start
321188,C7980$@DOM1,C7980,P16,Start
321188,C848$@DOM1,C848,P16,Start
321188,C9328$@DOM1,C9328,P16,Start
321188,C9739$@DOM1,C9739,P10,Start
321188,C9818$@DOM1,C9818,P10,Start
321188,LOCAL SERVICE@C2379,C2379,P17,End
321188,LOCAL SERVICE@C2379,C2379,P17,Start
321188,LOCAL SERVICE@C2379,C2379,P18,End
321188,LOCAL SERVICE@C2379,C2379,P18,Start
321188,LOCAL SERVICE@C2379,C2379,P5,End
321188,LOCAL SERVICE@C466,C466,P22,End
321188,LOCAL SERVICE@C466,C466,P22,Start
321188,LOCAL SERVICE@C466,C466,P5,End
321188,LOCAL SERVICE@C999,C999,P10,End
321188,NETWORK SERVICE@C14870,C14870,P9,End
321188,U2435@DOM1,C6967,P34,Start
321188,U67@C1723,C1723,P59,End
321188,U67@C1723,C1723,P59,Start
321188,U7467@DOM1,C16299,P53,Start
321189,C10014$@DOM1,C10014,P16,Start
321189,C10640$@DOM1,C10640,P10,Start
321189,C1073$@DOM1,C1073,P16,Start
321189,C1075$@DOM1,C1075,P16,End
321189,C11078$@DOM1,C11078,P16,Start
321189,C12670$@DOM1,C12670,P5,Start
321189,C14053$@DOM1,C14053,P10,Start
321189,C14619$@DOM1,C14619,P16,End
321189,C14954$@DOM1,C14954,P16,Start
321189,C16354$@DOM1,C16354,P10,Start
321189,C1745$@DOM1,C1745,P74,End
321189,C1747$@DOM1,C1747,P21,Start
321189,C1747$@DOM1,C1747,P57,Start
321189,C18191$@DOM1,C18191,P47,End
321189,C1821$@DOM1,C1821,P25,End
321189,C1821$@DOM1,C1821,P46,End
321189,C1821$@DOM1,C1821,P46,Start
321189,C18239$@DOM1,C18239,P16,Start
321189,C2198$@DOM1,C2198,P25,Start
321189,C306$@DOM1,C306,P5,Start
321189,C3350$@DOM1,C3350,P96,End
321189,C3517$@DOM1,C3517,P16,Start
321189,C5163$@DOM1,C5163,P25,Start
321189,C5163$@DOM1,C5163,P5,Start
321189,C5818$@DOM1,C5818,P16,Start
321189,C6566$@DOM1,C6566,P16,Start
321189,C755$@DOM1,C755,P16,Start
321189,C8751$@DOM1,C8751,P13,Start
321189,C8751$@DOM1,C8751,P14,Start
